Status,Age Group,Education,AI Risk,Years of Experience,Monthly Salary (INR),Industry_Education,Industry_Finance,Industry_Healthcare,Industry_Retail,Industry_Technology,Location_Bangalore,Location_Delhi,Location_Hyderabad,Location_Mumbai,Location_Rural,Location_Suburban,Location_Urban,Year,Month,Day
0,4,2,3,15.0,135100.0,0,0,0,0,1,1,0,0,0,0,0,0,2023,10,13
0,1,3,2,15.0,78200.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,10,14
1,3,5,1,14.5,78100.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,10,15
1,5,5,2,7.0,109300.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,10,16
0,2,2,3,18.0,57800.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,10,17
1,2,4,3,18.0,78100.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,10,18
1,1,3,3,15.0,113000.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,10,19
1,2,3,3,18.0,32100.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,10,20
0,1,1,1,3.0,12600.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,10,21
1,2,2,3,18.0,71800.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,10,22
0,2,5,1,22.0,69400.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,10,23
1,2,5,2,18.0,101500.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,10,24
1,2,4,3,30.0,30500.0,0,0,1,0,0,1,0,0,0,0,0,0,2023,10,25
1,1,3,1,12.0,78300.0,0,0,1,0,0,0,0,0,0,0,1,0,2023,10,26
0,1,4,3,24.0,98200.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,10,27
1,4,3,3,22.0,105000.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,10,28
0,2,5,3,21.0,141700.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,10,29
1,3,3,3,14.5,146900.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,10,30
1,5,3,2,16.0,22100.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,10,31
1,4,1,3,13.0,83800.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,11,1
0,1,5,2,15.0,133600.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,11,2
1,1,1,1,15.0,102800.0,0,0,0,1,0,0,0,0,0,1,0,0,2023,11,3
1,4,5,3,25.0,89300.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,11,4
0,2,4,1,18.0,61200.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,11,5
0,1,3,3,2.0,108300.0,0,0,0,0,1,0,1,0,0,0,0,0,2023,11,6
0,2,1,3,18.0,128500.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,11,7
1,1,5,3,15.0,117600.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,11,8
1,2,1,2,18.0,21400.0,0,0,0,1,0,0,0,0,0,1,0,0,2023,11,9
0,3,3,1,6.0,137300.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,11,10
0,5,5,1,16.0,62300.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,11,11
1,1,1,3,15.0,88500.0,0,0,1,0,0,0,0,0,1,0,0,0,2023,11,12
0,1,1,1,15.0,78200.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,11,13
0,2,5,1,23.0,141200.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,11,14
0,1,4,1,15.0,142300.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,11,15
1,2,5,1,1.0,115000.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,11,16
0,5,4,3,21.0,69400.0,0,0,0,0,1,1,0,0,0,0,0,0,2023,11,17
1,4,5,2,0.0,89600.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,11,18
0,3,4,2,0.0,42700.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,11,19
1,2,3,1,18.0,68500.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,11,20
1,5,4,2,25.0,38000.0,0,1,0,0,0,0,0,0,0,1,0,0,2023,11,21
0,1,1,2,20.0,39800.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,11,22
1,4,3,2,1.0,31000.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,11,23
1,3,3,3,12.0,61500.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,11,24
1,3,4,2,28.0,56800.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,11,25
1,3,5,3,7.0,15900.0,0,0,1,0,0,0,0,0,0,0,1,0,2023,11,26
0,5,2,2,20.0,96600.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,11,27
0,5,2,3,16.0,69400.0,0,0,0,0,1,0,1,0,0,0,0,0,2023,11,28
0,2,5,3,18.0,96100.0,0,0,1,0,0,1,0,0,0,0,0,0,2023,11,29
1,3,2,3,14.5,78100.0,0,0,0,1,0,0,0,0,0,1,0,0,2023,11,30
1,1,3,3,26.0,72400.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,12,1
0,5,5,2,16.0,143000.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,12,2
1,3,4,3,14.5,35700.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,12,3
1,1,3,3,9.0,78100.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,12,4
0,1,3,3,13.0,8700.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,12,5
1,2,2,3,22.0,141800.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,12,6
0,3,3,1,14.5,21500.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,12,7
0,3,1,2,4.0,126000.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,12,8
1,1,5,2,15.0,81800.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,12,9
1,2,4,2,18.0,92700.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,12,10
0,2,5,2,18.0,81500.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,12,11
0,2,4,3,18.0,139900.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,12,12
1,5,5,3,16.0,26900.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,12,13
0,1,4,1,16.0,69400.0,0,0,0,0,1,0,0,0,1,0,0,0,2023,12,14
1,2,3,3,3.0,5400.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,12,15
0,5,1,1,16.0,81100.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,12,16
0,5,3,2,16.0,78200.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,12,17
0,4,3,3,14.0,139700.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,12,18
0,4,3,1,15.0,112900.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,12,19
1,5,4,2,30.0,109900.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,12,20
1,1,1,2,15.0,112400.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,12,21
1,1,3,2,26.0,108300.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,12,22
1,1,5,3,15.0,71400.0,1,0,0,0,0,0,1,0,0,0,0,0,2023,12,23
0,1,3,2,15.0,17600.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,12,24
0,1,4,1,10.0,51000.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,12,25
0,2,1,3,18.0,109800.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,12,26
0,1,4,3,15.0,111300.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,12,27
1,1,4,2,22.0,92900.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,12,28
1,5,3,3,24.0,28100.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,12,29
1,3,3,1,16.0,100400.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,12,30
1,4,5,3,30.0,74700.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,12,31
1,2,3,1,18.0,138600.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,1,1
0,2,1,2,11.0,74700.0,0,0,1,0,0,0,0,1,0,0,0,0,2024,1,2
1,1,3,2,30.0,40100.0,0,0,1,0,0,0,1,0,0,0,0,0,2024,1,3
1,5,3,2,16.0,104800.0,0,0,1,0,0,0,1,0,0,0,0,0,2024,1,4
0,3,4,1,7.0,95700.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,1,5
1,1,1,3,15.0,36700.0,0,1,0,0,0,0,0,1,0,0,0,0,2024,1,6
1,1,1,3,28.0,78100.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,1,7
0,4,5,3,13.0,78200.0,1,0,0,0,0,0,0,0,0,0,1,0,2024,1,8
0,4,2,3,15.0,116000.0,0,0,1,0,0,0,0,1,0,0,0,0,2024,1,9
0,4,4,2,2.0,29300.0,1,0,0,0,0,0,0,0,0,1,0,0,2024,1,10
0,1,1,3,15.0,24700.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,1,11
1,5,5,1,16.0,36200.0,0,0,0,1,0,0,0,0,1,0,0,0,2024,1,12
0,2,4,2,10.0,17800.0,1,0,0,0,0,0,1,0,0,0,0,0,2024,1,13
0,1,4,2,11.0,52900.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,1,14
0,3,4,1,14.5,141000.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,1,15
0,4,1,3,15.0,90300.0,0,0,0,1,0,0,0,0,0,1,0,0,2024,1,16
1,2,3,3,30.0,139000.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,1,17
1,3,3,3,14.5,63200.0,0,0,0,0,1,1,0,0,0,0,0,0,2024,1,18
0,1,5,2,15.0,94400.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,1,19
0,3,5,1,0.0,34800.0,0,0,0,0,1,0,1,0,0,0,0,0,2024,1,20
1,2,4,3,18.0,61200.0,0,1,0,0,0,0,0,0,0,1,0,0,2024,1,21
1,3,3,3,29.0,138400.0,0,0,1,0,0,0,0,0,0,1,0,0,2024,1,22
1,1,1,2,15.0,97300.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,1,23
0,1,1,2,29.0,64300.0,0,0,1,0,0,0,0,0,1,0,0,0,2024,1,24
1,2,3,2,18.0,59100.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,1,25
0,1,4,3,19.0,92700.0,0,0,0,1,0,0,0,0,0,0,1,0,2024,1,26
0,2,4,2,24.0,64900.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,1,27
0,1,4,3,15.0,45800.0,0,0,0,0,1,0,1,0,0,0,0,0,2024,1,28
1,2,4,3,26.0,120000.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,1,29
1,3,3,3,11.0,134400.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,1,30
0,2,3,1,1.0,106500.0,1,0,0,0,0,1,0,0,0,0,0,0,2024,1,31
0,5,4,3,16.0,140000.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,2,1
1,1,4,1,16.0,78100.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,2,2
1,1,4,2,15.0,68500.0,1,0,0,0,0,0,1,0,0,0,0,0,2024,2,3
1,4,3,1,15.0,86300.0,1,0,0,0,0,0,0,1,0,0,0,0,2024,2,4
0,3,5,2,14.5,39500.0,0,0,0,1,0,0,0,0,0,0,1,0,2024,2,5
0,2,3,2,18.0,71000.0,0,0,0,1,0,0,1,0,0,0,0,0,2024,2,6
0,1,3,1,29.0,74700.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,2,7
1,1,4,2,15.0,131000.0,0,0,1,0,0,0,1,0,0,0,0,0,2024,2,8
1,1,5,3,15.0,42600.0,1,0,0,0,0,0,0,0,1,0,0,0,2024,2,9
1,1,3,3,10.0,86700.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,2,10
0,1,3,3,15.0,78200.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,2,11
1,2,4,2,18.0,21500.0,0,0,0,1,0,0,0,0,0,1,0,0,2024,2,12
0,1,2,1,15.0,100400.0,0,0,0,1,0,0,0,0,0,1,0,0,2024,2,13
1,4,4,3,15.0,72800.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,2,14
1,4,5,3,15.0,111300.0,0,0,0,1,0,0,0,0,0,1,0,0,2024,2,15
1,4,1,3,15.0,74700.0,0,1,0,0,0,0,0,0,0,1,0,0,2024,2,16
1,1,4,3,23.0,100900.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,2,17
1,2,3,3,18.0,36600.0,1,0,0,0,0,0,1,0,0,0,0,0,2024,2,18
0,1,5,3,5.0,46300.0,0,0,0,1,0,0,0,0,0,0,1,0,2024,2,19
1,2,5,2,19.0,72800.0,0,0,0,0,1,0,0,0,0,0,1,0,2024,2,20
0,2,5,2,18.0,69400.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,2,21
1,1,4,1,15.0,115600.0,0,0,0,0,1,0,0,0,0,1,0,0,2024,2,22
0,4,5,1,15.0,81500.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,2,23
0,1,1,2,30.0,8600.0,0,0,1,0,0,0,0,0,0,0,1,0,2024,2,24
1,3,1,3,14.5,117600.0,1,0,0,0,0,1,0,0,0,0,0,0,2024,2,25
1,3,1,1,14.5,12400.0,0,1,0,0,0,1,0,0,0,0,0,0,2024,2,26
1,4,3,3,5.0,119200.0,1,0,0,0,0,0,0,1,0,0,0,0,2024,2,27
0,1,4,3,15.0,109300.0,0,0,0,0,1,0,0,1,0,0,0,0,2024,2,28
1,4,4,2,15.0,84700.0,0,0,0,1,0,0,0,1,0,0,0,0,2024,2,29
1,1,3,1,15.0,9100.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,3,1
1,1,3,3,9.0,88800.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,3,2
0,2,3,2,2.0,16000.0,0,0,0,0,1,0,0,1,0,0,0,0,2024,3,3
1,2,1,1,18.0,58000.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,3,4
0,1,4,1,6.0,18300.0,1,0,0,0,0,0,0,0,0,0,1,0,2024,3,5
0,5,3,2,16.0,69400.0,0,0,0,0,1,0,0,0,0,1,0,0,2024,3,6
0,1,3,3,15.0,74700.0,0,0,1,0,0,0,0,0,0,0,1,0,2024,3,7
1,1,1,3,15.0,74700.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,3,8
0,1,1,1,20.0,14700.0,1,0,0,0,0,0,0,1,0,0,0,0,2024,3,9
1,1,1,1,21.0,78100.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,3,10
1,1,1,2,15.0,117800.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,3,11
0,5,4,2,16.0,50800.0,0,1,0,0,0,1,0,0,0,0,0,0,2024,3,12
0,5,2,3,4.0,73300.0,0,0,1,0,0,0,1,0,0,0,0,0,2024,3,13
1,2,4,1,18.0,17700.0,0,0,1,0,0,1,0,0,0,0,0,0,2024,3,14
0,2,4,2,3.0,90900.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,3,15
1,4,3,3,23.0,120500.0,0,0,0,1,0,0,0,1,0,0,0,0,2024,3,16
1,2,5,1,18.0,15000.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,3,17
1,1,4,1,14.0,21300.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,3,18
0,4,3,1,15.0,116000.0,0,0,0,1,0,0,1,0,0,0,0,0,2024,3,19
1,1,4,1,16.0,72800.0,0,0,0,0,1,0,0,0,0,0,1,0,2024,3,20
0,1,3,3,7.0,121300.0,0,1,0,0,0,0,0,0,0,1,0,0,2024,3,21
1,1,2,2,3.0,103300.0,0,0,0,1,0,0,1,0,0,0,0,0,2024,3,22
1,2,5,3,29.0,90500.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,3,23
1,4,1,3,4.0,131700.0,0,0,1,0,0,0,0,0,1,0,0,0,2024,3,24
1,2,1,2,18.0,20600.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,3,25
1,2,3,3,18.0,135400.0,0,0,1,0,0,0,0,0,1,0,0,0,2024,3,26
0,2,5,3,18.0,47700.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,3,27
1,1,1,3,19.0,130300.0,0,0,0,0,1,1,0,0,0,0,0,0,2024,3,28
1,2,1,3,29.0,144500.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,3,29
0,1,1,2,15.0,106600.0,0,0,0,1,0,0,0,0,1,0,0,0,2024,3,30
1,1,3,3,30.0,75200.0,0,1,0,0,0,0,1,0,0,0,0,0,2024,3,31
0,3,4,3,14.5,5100.0,0,0,0,0,1,0,0,0,0,0,1,0,2024,4,1
1,3,5,1,7.0,145100.0,0,0,1,0,0,0,0,1,0,0,0,0,2024,4,2
1,2,1,2,18.0,57500.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,4,3
1,2,4,3,18.0,74500.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,4,4
0,5,4,3,16.0,105900.0,0,1,0,0,0,0,0,0,0,0,1,0,2024,4,5
1,1,2,3,17.0,28200.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,4,6
0,4,5,2,15.0,84500.0,0,0,0,0,1,0,1,0,0,0,0,0,2024,4,7
0,5,1,3,16.0,147100.0,0,0,1,0,0,1,0,0,0,0,0,0,2024,4,8
1,2,3,3,17.0,10500.0,0,0,0,0,1,0,0,0,0,0,1,0,2024,4,9
1,4,3,1,16.0,86900.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,4,10
0,2,3,1,18.0,105200.0,0,1,0,0,0,0,0,1,0,0,0,0,2024,4,11
1,3,3,3,14.5,72800.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,4,12
1,5,5,2,16.0,134500.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,4,13
1,3,3,3,14.5,147200.0,1,0,0,0,0,0,0,0,0,1,0,0,2024,4,14
0,3,5,1,14.5,81500.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,4,15
1,5,3,2,5.0,16200.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,4,16
1,3,1,2,20.0,136000.0,0,0,0,0,1,1,0,0,0,0,0,0,2024,4,17
1,1,1,3,15.0,74700.0,0,1,0,0,0,0,1,0,0,0,0,0,2024,4,18
0,1,3,3,15.0,29800.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,4,19
0,2,2,3,5.0,81500.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,4,20
1,5,5,2,22.0,115100.0,0,0,0,1,0,0,0,1,0,0,0,0,2024,4,21
1,4,3,2,0.0,75100.0,0,0,1,0,0,0,0,0,0,0,1,0,2024,4,22
1,2,3,3,17.0,98200.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,4,23
0,5,5,3,18.0,86000.0,0,0,0,1,0,0,0,0,0,0,1,0,2024,4,24
1,4,3,3,6.0,29900.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,4,25
1,2,3,1,1.0,114500.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,4,26
0,4,5,2,25.0,69400.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,4,27
0,3,3,2,14.5,67500.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,4,28
0,1,2,3,15.0,149000.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,4,29
1,1,5,3,26.0,6800.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,4,30
1,2,3,3,26.0,64900.0,0,1,0,0,0,1,0,0,0,0,0,0,2024,5,1
0,1,3,3,7.0,146300.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,5,2
0,3,3,2,14.5,55600.0,0,0,1,0,0,0,0,0,0,0,1,0,2024,5,3
1,1,2,1,15.0,74700.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,5,4
1,1,2,3,15.0,78100.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,5,5
1,1,3,1,29.0,51100.0,0,1,0,0,0,0,0,0,1,0,0,0,2024,5,6
0,3,4,3,16.0,11000.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,5,7
1,5,5,2,19.0,62800.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,5,8
0,1,3,2,15.0,74700.0,0,0,1,0,0,0,1,0,0,0,0,0,2024,5,9
1,1,3,3,26.0,46000.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,5,10
1,1,4,2,24.0,68500.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,5,11
1,5,4,2,0.0,105500.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,5,12
1,1,3,3,15.0,62600.0,0,1,0,0,0,0,0,0,0,0,1,0,2024,5,13
1,2,1,3,18.0,60200.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,5,14
0,5,3,1,5.0,87200.0,0,0,0,1,0,0,0,0,0,0,1,0,2024,5,15
1,3,5,3,14.5,118000.0,0,0,0,1,0,0,0,0,1,0,0,0,2024,5,16
0,1,5,3,15.0,74700.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,5,17
1,5,2,1,5.0,17400.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,5,18
1,2,5,3,27.0,74700.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,5,19
1,2,5,2,10.0,81800.0,0,0,1,0,0,0,0,1,0,0,0,0,2024,5,20
1,2,5,3,11.0,137600.0,0,0,1,0,0,0,0,0,1,0,0,0,2024,5,21
1,1,5,1,14.0,81800.0,0,0,1,0,0,0,0,0,0,1,0,0,2024,5,22
1,1,3,3,15.0,68800.0,0,0,1,0,0,0,0,0,0,1,0,0,2024,5,23
1,1,3,3,15.0,107000.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,5,24
1,4,1,1,7.0,63500.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,5,25
0,1,1,1,0.0,47400.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,5,26
1,1,3,2,3.0,99800.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,5,27
1,3,4,2,23.0,34900.0,0,0,0,0,1,0,0,0,0,0,1,0,2024,5,28
1,3,5,2,14.5,82800.0,0,1,0,0,0,1,0,0,0,0,0,0,2024,5,29
1,1,5,3,27.0,107800.0,0,0,0,0,1,0,0,0,1,0,0,0,2024,5,30
0,1,3,1,15.0,54500.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,5,31
1,1,5,2,15.0,47100.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,6,1
1,1,2,1,1.0,15000.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,6,2
1,1,2,1,15.0,94500.0,0,0,0,1,0,0,1,0,0,0,0,0,2024,6,3
0,1,5,3,15.0,27200.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,6,4
0,1,4,1,18.0,100400.0,0,0,0,1,0,0,0,0,0,0,1,0,2024,6,5
0,1,5,3,5.0,34100.0,0,0,0,0,1,0,0,0,0,0,1,0,2024,6,6
0,5,3,2,16.0,81500.0,0,0,0,1,0,0,0,0,1,0,0,0,2024,6,7
0,4,1,2,15.0,8000.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,6,8
1,4,3,1,15.0,72800.0,0,0,0,0,1,0,0,0,0,0,1,0,2024,6,9
0,3,5,1,14.5,130500.0,0,0,0,0,1,0,0,1,0,0,0,0,2024,6,10
0,3,4,1,14.5,122900.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,6,11
0,5,3,3,4.0,93400.0,0,0,1,0,0,0,0,0,1,0,0,0,2024,6,12
1,3,3,2,21.0,77700.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,6,13
0,4,4,1,15.0,52400.0,0,0,0,0,1,0,0,1,0,0,0,0,2024,6,14
1,1,3,1,27.0,74700.0,0,1,0,0,0,0,0,0,0,1,0,0,2024,6,15
0,1,1,2,13.0,37300.0,0,0,0,0,1,0,0,1,0,0,0,0,2024,6,16
0,5,4,3,19.0,96700.0,1,0,0,0,0,0,0,0,0,0,0,1,2024,6,17
1,5,3,3,16.0,8200.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,6,18
1,1,5,1,15.0,81800.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,6,19
0,5,3,3,11.0,72100.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,6,20
1,5,3,2,16.0,9800.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,6,21
0,2,2,3,18.0,24600.0,1,0,0,0,0,1,0,0,0,0,0,0,2024,6,22
0,5,2,3,16.0,133700.0,1,0,0,0,0,1,0,0,0,0,0,0,2024,6,23
1,1,1,2,15.0,21400.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,6,24
1,1,5,2,0.0,138700.0,0,0,0,1,0,0,1,0,0,0,0,0,2024,6,25
1,4,3,3,15.0,125500.0,0,1,0,0,0,0,0,0,1,0,0,0,2024,6,26
1,1,1,2,15.0,87400.0,1,0,0,0,0,0,0,0,0,1,0,0,2024,6,27
0,1,4,1,13.0,133300.0,0,0,1,0,0,0,0,1,0,0,0,0,2024,6,28
1,4,3,3,28.0,24100.0,0,1,0,0,0,0,0,0,1,0,0,0,2024,6,29
1,2,3,2,25.0,64600.0,0,1,0,0,0,0,0,0,0,0,1,0,2024,6,30
1,2,3,1,23.0,108700.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,7,1
1,1,4,2,15.0,38500.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,7,2
1,5,3,2,28.0,40400.0,0,0,0,0,1,0,1,0,0,0,0,0,2024,7,3
0,1,3,1,20.0,17200.0,0,0,1,0,0,1,0,0,0,0,0,0,2024,7,4
0,1,1,2,15.0,132900.0,0,1,0,0,0,1,0,0,0,0,0,0,2024,7,5
0,3,2,3,13.0,102800.0,1,0,0,0,0,0,0,0,0,1,0,0,2024,7,6
1,5,3,3,25.0,95600.0,0,1,0,0,0,0,0,1,0,0,0,0,2024,7,7
0,2,3,2,18.0,69500.0,0,1,0,0,0,0,0,0,0,1,0,0,2024,7,8
1,4,3,2,10.0,86000.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,7,9
1,1,4,3,3.0,140800.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,7,10
0,5,1,3,16.0,84700.0,0,0,0,0,1,0,0,1,0,0,0,0,2024,7,11
0,2,5,3,18.0,56600.0,0,1,0,0,0,0,0,0,0,0,0,1,2024,7,12
1,3,3,3,22.0,66700.0,0,0,0,1,0,0,1,0,0,0,0,0,2024,7,13
0,5,4,2,16.0,96400.0,0,1,0,0,0,1,0,0,0,0,0,0,2024,7,14
1,1,3,3,0.0,101400.0,0,0,0,1,0,0,0,0,0,1,0,0,2024,7,15
1,1,3,3,21.0,37300.0,0,1,0,0,0,1,0,0,0,0,0,0,2024,7,16
0,3,5,3,14.5,124400.0,0,0,0,1,0,1,0,0,0,0,0,0,2024,7,17
0,1,3,3,15.0,128000.0,0,0,0,0,1,1,0,0,0,0,0,0,2024,7,18
0,4,2,1,16.0,81500.0,0,0,0,1,0,0,0,0,0,1,0,0,2024,7,19
1,1,4,2,15.0,34700.0,0,0,1,0,0,0,0,1,0,0,0,0,2024,7,20
0,4,1,2,15.0,34700.0,0,0,0,0,1,0,0,0,0,0,0,1,2024,7,21
0,4,3,1,7.0,69400.0,0,0,0,0,1,0,1,0,0,0,0,0,2024,7,22
0,4,1,1,3.0,74700.0,0,0,1,0,0,0,0,1,0,0,0,0,2024,7,23
0,1,3,1,15.0,117800.0,0,0,1,0,0,0,0,0,0,0,0,1,2024,7,24
1,2,5,2,18.0,69500.0,0,0,0,1,0,0,0,0,0,0,0,1,2024,7,25
1,1,5,2,18.0,148400.0,0,0,0,1,0,0,0,0,1,0,0,0,2024,7,26
